Name/Identifier	Unit type	Cost	Support Cost	Production time	Starting honour handicap	Units base strength	Number of men in unit ( Base value before scaling )	Honour step value	General candidate? ( eg. Stealth troops are not )	Rebelling Troop mixes this unit can belong to	Ruler ID troop advantage	Region ID troop advantage	Dojo advantage modifier	Unit choices (AI)	Unit Speciality extra building influences	Buildings needed to produce this Unit	Unit Class	Moral Bonus	Aplicable periods	Is this units base unitsize scalable?	Stats and general info about this trooptype	"Is the unit invisible to other players in the strategy map?
For units indicates a stealth unit"	Unit specialities	Tooltip Labels	Mount type	The body type + is it recolourable? + does it have a hi-res texture page.	If this unit is a leader of a faction then specify here which faction it leads. Different units may be specified for each time period and are assigned in the order the units are listed. Any time periods remaining unassigned will be assigned the last unit specified as a leader for the particular faction.  	Faction Association	Region	The order in which the units suitability for formation positions is evaluated. 	"Another set of suitability values for the formations troop types, this one represents the suitability of a type to perform certain tasks."	Specific cultures this unit belongs to. 	"Ship info, including stats ( if this is a ship ).."	NumSupportingRanks   Number of ranks behind first that can give support in melee. Default is 0.	"Effects chance of becomming inpetuous, and some other morale effects. Default is NORMAL."	Affects how evenly spaced the troops are in formation. Cosmetic only. Default is POORLY_FORMED.	"ShieldType. The type of shield the unit is considered to have for combat purposes
"	"MeleeWithShield. True if the unit can use the shield in melee. False if it has a weapon that needs two hands
"	ShieldModifier. The benefit the unit receives from having a shield. Units with heavy 	"ArmourPierciingWeapon  True if the weapon type is particularly effective against armoured troops
"	"CavAttackBonus The factor bonus the unit recieves when attacking cavalry
"	"CavDefenseBonus. The factor bonus the unit receives when defending against cavalry
"	Units this unit is fearful of.	This describes how much the unit affects the Zeal of the followers for each religion.	This describes how much the unit affects the Faith of the followers for each religion.	Dismounting info.	DismountInOpenBattle	Weapon type	Mercenary Unit	Period association for non campaign games.	Faction association for non campaign games.
Hobilar	CAVALRY	150	8	1	0	80	40	1	OK					"POVERTY_STRICKEN(120), DESPERATE_DEFENCE(6), CATHOLIC_EXPANSIONIST(72), CATHOLIC_NAVAL_EXPANSIONIST(72), CATHOLIC_TRADER(60), CATHOLIC_CRUSADER_TRADER(60), CATHOLIC_EXPANSIONIST_CRUSADER(72), CATHOLIC_DEFENSIVE_CRUSADER(48), POPE(30), CATHOLIC_DEFENSIVE(48), CATHOLIC_ISOLATIONIST(30), ORTHODOX_DEFENSIVE(48), ORTHODOX_EXPANSIONIST(72), ORTHODOX_STAGNANT(60), MUSLIM_PEACEFUL(60), MUSLIM_EXPANSIONIST(72), MUSLIM_DEVOUT(72), BARBARIAN_RAIDER(96), REBELS(60), CLOSE_TO_SUPPORT_LIMIT(9)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 110 ), RADIUS( 45 ), SCALE( 125 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 6 ), MELEE_BONUS( 2 ), DEFENCE_BONUS( 2 ), ARMOUR_LEVEL( 3 ), HONOUR_LEVEL( 2 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"LARMWCAV, YES, YES, LiHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(2), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(1), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0			NONE	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			FeudalSergeants		SWORD	YES		ALL_FACTIONS
GhulamCavalry	CAVALRY	275	14	1	0	80	40	1	OK					"POVERTY_STRICKEN(75.75), DESPERATE_DEFENCE(10.1), CATHOLIC_EXPANSIONIST(121.2), CATHOLIC_NAVAL_EXPANSIONIST(121.2), CATHOLIC_TRADER(101), CATHOLIC_CRUSADER_TRADER(101), CATHOLIC_EXPANSIONIST_CRUSADER(121.2), CATHOLIC_DEFENSIVE_CRUSADER(80.8), POPE(50.5), CATHOLIC_DEFENSIVE(80.8), CATHOLIC_ISOLATIONIST(50.5), ORTHODOX_DEFENSIVE(80.8), ORTHODOX_EXPANSIONIST(121.2), ORTHODOX_STAGNANT(101), MUSLIM_PEACEFUL(101), MUSLIM_EXPANSIONIST(121.2), MUSLIM_DEVOUT(121.2), BARBARIAN_RAIDER(161.6), REBELS(101), CLOSE_TO_SUPPORT_LIMIT(27.27)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 6 ), MELEE_BONUS( 3 ), DEFENCE_BONUS( 3 ), ARMOUR_LEVEL( 4 ), HONOUR_LEVEL( 4 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"SMAILCAV, YES, YES, LiHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(2), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(1), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0			CAV	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			SaracenInfantry		SWORD			ALL_FACTIONS
KhwarazmianCavalry	CAVALRY	375	14	1	0	80	40	1	OK					"POVERTY_STRICKEN(18.5), DESPERATE_DEFENCE(18.5), CATHOLIC_EXPANSIONIST(222), CATHOLIC_NAVAL_EXPANSIONIST(222), CATHOLIC_TRADER(185), CATHOLIC_CRUSADER_TRADER(185), CATHOLIC_EXPANSIONIST_CRUSADER(222), CATHOLIC_DEFENSIVE_CRUSADER(148), POPE(92.5), CATHOLIC_DEFENSIVE(148), CATHOLIC_ISOLATIONIST(92.5), ORTHODOX_DEFENSIVE(148), ORTHODOX_EXPANSIONIST(222), ORTHODOX_STAGNANT(185), MUSLIM_PEACEFUL(185), MUSLIM_EXPANSIONIST(222), MUSLIM_DEVOUT(222), BARBARIAN_RAIDER(296), REBELS(185), CLOSE_TO_SUPPORT_LIMIT(68.45)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 6 ), MELEE_BONUS( 3 ), DEFENCE_BONUS( 5 ), ARMOUR_LEVEL( 7 ), HONOUR_LEVEL( 4 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"SMAILCAV, YES, YES, EHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(2), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0			NONE	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			SaracenInfantry		SWORD	YES		ALL_FACTIONS
PronoiaiAllagion	CAVALRY	425	25	1	0	80	40	1	PREFERRED					"POVERTY_STRICKEN(20.1), DESPERATE_DEFENCE(20.1), CATHOLIC_EXPANSIONIST(241.2), CATHOLIC_NAVAL_EXPANSIONIST(241.2), CATHOLIC_TRADER(201), CATHOLIC_CRUSADER_TRADER(201), CATHOLIC_EXPANSIONIST_CRUSADER(241.2), CATHOLIC_DEFENSIVE_CRUSADER(160.8), POPE(100.5), CATHOLIC_DEFENSIVE(160.8), CATHOLIC_ISOLATIONIST(100.5), ORTHODOX_DEFENSIVE(160.8), ORTHODOX_EXPANSIONIST(241.2), ORTHODOX_STAGNANT(201), MUSLIM_PEACEFUL(201), MUSLIM_EXPANSIONIST(241.2), MUSLIM_DEVOUT(241.2), BARBARIAN_RAIDER(321.6), REBELS(201), CLOSE_TO_SUPPORT_LIMIT(84.42)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 6 ), MELEE_BONUS( 4 ), DEFENCE_BONUS( 3 ), ARMOUR_LEVEL( 5 ), HONOUR_LEVEL( 8 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"SMAILCAV, YES, YES, LiHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(2), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0			CAV	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			ByzantineInfantry		SWORD			ALL_FACTIONS
Kataphraktoi	CAVALRY	375	21	1	0	80	40	1	PREFERRED					"POVERTY_STRICKEN(18.5), DESPERATE_DEFENCE(18.5), CATHOLIC_EXPANSIONIST(222), CATHOLIC_NAVAL_EXPANSIONIST(222), CATHOLIC_TRADER(185), CATHOLIC_CRUSADER_TRADER(185), CATHOLIC_EXPANSIONIST_CRUSADER(222), CATHOLIC_DEFENSIVE_CRUSADER(148), POPE(92.5), CATHOLIC_DEFENSIVE(148), CATHOLIC_ISOLATIONIST(92.5), ORTHODOX_DEFENSIVE(148), ORTHODOX_EXPANSIONIST(222), ORTHODOX_STAGNANT(185), MUSLIM_PEACEFUL(185), MUSLIM_EXPANSIONIST(222), MUSLIM_DEVOUT(222), BARBARIAN_RAIDER(296), REBELS(185), CLOSE_TO_SUPPORT_LIMIT(68.45)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 12 ), CHARGE_SPEED( 16 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 8 ), MELEE_BONUS( 3 ), DEFENCE_BONUS( 5 ), ARMOUR_LEVEL( 7 ), HONOUR_LEVEL( 4 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"MAILHCAV, YES, YES, EHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(1), MAIN_BODY(2), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0	DISCIPLINED	FORMED	NONE	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			ByzantineInfantry		SWORD			ALL_FACTIONS
OttomanSipahi	CAVALRY	200	13	1	0	80	40	1	PREFERRED					"POVERTY_STRICKEN(159), DESPERATE_DEFENCE(10.6), CATHOLIC_EXPANSIONIST(127.2), CATHOLIC_NAVAL_EXPANSIONIST(127.2), CATHOLIC_TRADER(106), CATHOLIC_CRUSADER_TRADER(106), CATHOLIC_EXPANSIONIST_CRUSADER(127.2), CATHOLIC_DEFENSIVE_CRUSADER(84.8), POPE(53), CATHOLIC_DEFENSIVE(84.8), CATHOLIC_ISOLATIONIST(53), ORTHODOX_DEFENSIVE(84.8), ORTHODOX_EXPANSIONIST(127.2), ORTHODOX_STAGNANT(106), MUSLIM_PEACEFUL(106), MUSLIM_EXPANSIONIST(127.2), MUSLIM_DEVOUT(127.2), BARBARIAN_RAIDER(169.6), REBELS(106), CLOSE_TO_SUPPORT_LIMIT(21.2)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		LATE	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 4 ), MELEE_BONUS( 2 ), DEFENCE_BONUS( 3 ), ARMOUR_LEVEL( 4 ), HONOUR_LEVEL( 2 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"TURKSCAV, YES, YES, LiHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(2), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(0), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0			CAV	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			TurcomanFoot		SWORD			ALL_FACTIONS
FeudalKnights	CAVALRY	425	21	1	0	80	40	1	PREFERRED					"POVERTY_STRICKEN(23.1), DESPERATE_DEFENCE(23.1), CATHOLIC_EXPANSIONIST(277.2), CATHOLIC_NAVAL_EXPANSIONIST(277.2), CATHOLIC_TRADER(231), CATHOLIC_CRUSADER_TRADER(231), CATHOLIC_EXPANSIONIST_CRUSADER(277.2), CATHOLIC_DEFENSIVE_CRUSADER(184.8), POPE(115.5), CATHOLIC_DEFENSIVE(184.8), CATHOLIC_ISOLATIONIST(115.5), ORTHODOX_DEFENSIVE(184.8), ORTHODOX_EXPANSIONIST(277.2), ORTHODOX_STAGNANT(231), MUSLIM_PEACEFUL(231), MUSLIM_EXPANSIONIST(277.2), MUSLIM_DEVOUT(277.2), BARBARIAN_RAIDER(369.6), REBELS(231), CLOSE_TO_SUPPORT_LIMIT(97.02)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 8 ), MELEE_BONUS( 4 ), DEFENCE_BONUS( 3 ), ARMOUR_LEVEL( 4 ), HONOUR_LEVEL( 8 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"MAILHCAV, YES, YES, LiHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(1), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0	UNCONTROLLED		CAV	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			FeudalFootKnights		SWORD			ALL_FACTIONS
TeutonicSergeants	CAVALRY	375	8	1	0	80	40	1	PREFERRED					"POVERTY_STRICKEN(13.5), DESPERATE_DEFENCE(13.5), CATHOLIC_EXPANSIONIST(162), CATHOLIC_NAVAL_EXPANSIONIST(162), CATHOLIC_TRADER(135), CATHOLIC_CRUSADER_TRADER(135), CATHOLIC_EXPANSIONIST_CRUSADER(162), CATHOLIC_DEFENSIVE_CRUSADER(108), POPE(67.5), CATHOLIC_DEFENSIVE(108), CATHOLIC_ISOLATIONIST(67.5), ORTHODOX_DEFENSIVE(108), ORTHODOX_EXPANSIONIST(162), ORTHODOX_STAGNANT(135), MUSLIM_PEACEFUL(135), MUSLIM_EXPANSIONIST(162), MUSLIM_DEVOUT(162), BARBARIAN_RAIDER(216), REBELS(135), CLOSE_TO_SUPPORT_LIMIT(49.95)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 4 ), MELEE_BONUS( 3 ), DEFENCE_BONUS( 5 ), ARMOUR_LEVEL( 6 ), HONOUR_LEVEL( 4 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"MKNIGHT, YES, YES, LiHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(1), MAIN_BODY(1), HOLD_TERRAIN(1), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0			CAV	YES	0.5	NO	0	0	"BerberCamel, bedouincamelwarriors"			OrderFootsoldiers		SWORD			ALL_FACTIONS
KnightsHospitaller	CAVALRY	650	10	1	0	80	40	1	PREFERRED					"POVERTY_STRICKEN(22.6), DESPERATE_DEFENCE(22.6), CATHOLIC_EXPANSIONIST(271.2), CATHOLIC_NAVAL_EXPANSIONIST(271.2), CATHOLIC_TRADER(226), CATHOLIC_CRUSADER_TRADER(226), CATHOLIC_EXPANSIONIST_CRUSADER(271.2), CATHOLIC_DEFENSIVE_CRUSADER(180.8), POPE(113), CATHOLIC_DEFENSIVE(180.8), CATHOLIC_ISOLATIONIST(113), ORTHODOX_DEFENSIVE(180.8), ORTHODOX_EXPANSIONIST(271.2), ORTHODOX_STAGNANT(226), MUSLIM_PEACEFUL(226), MUSLIM_EXPANSIONIST(271.2), MUSLIM_DEVOUT(271.2), BARBARIAN_RAIDER(361.6), REBELS(226), CLOSE_TO_SUPPORT_LIMIT(146.9)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 8 ), MELEE_BONUS( 5 ), DEFENCE_BONUS( 5 ), ARMOUR_LEVEL( 7 ), HONOUR_LEVEL( 8 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"MKNIGHT, YES, YES, Khorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(1), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0		FORMED	CAV	YES	0.5	NO	0	0	"BerberCamel, bedouincamelwarriors"			HospitallerFootKnights	yes	SWORD			ALL_FACTIONS
KnightsSantiago	CAVALRY	650	10	1	0	80	40	1	PREFERRED					"POVERTY_STRICKEN(22.6), DESPERATE_DEFENCE(22.6), CATHOLIC_EXPANSIONIST(271.2), CATHOLIC_NAVAL_EXPANSIONIST(271.2), CATHOLIC_TRADER(226), CATHOLIC_CRUSADER_TRADER(226), CATHOLIC_EXPANSIONIST_CRUSADER(271.2), CATHOLIC_DEFENSIVE_CRUSADER(180.8), POPE(113), CATHOLIC_DEFENSIVE(180.8), CATHOLIC_ISOLATIONIST(113), ORTHODOX_DEFENSIVE(180.8), ORTHODOX_EXPANSIONIST(271.2), ORTHODOX_STAGNANT(226), MUSLIM_PEACEFUL(226), MUSLIM_EXPANSIONIST(271.2), MUSLIM_DEVOUT(271.2), BARBARIAN_RAIDER(361.6), REBELS(226), CLOSE_TO_SUPPORT_LIMIT(146.9)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 8 ), MELEE_BONUS( 5 ), DEFENCE_BONUS( 5 ), ARMOUR_LEVEL( 7 ), HONOUR_LEVEL( 8 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"MKNIGHT, YES, YES, KHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(1), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0		FORMED	CAV	YES	0.5	NO	0	0	"BerberCamel, bedouincamelwarriors"			ChivalricFootKnights	yes	SWORD			ALL_FACTIONS
KnightsTemplar	CAVALRY	600	10	1	0	80	40	1	PREFERRED					"POVERTY_STRICKEN(21), DESPERATE_DEFENCE(21), CATHOLIC_EXPANSIONIST(252), CATHOLIC_NAVAL_EXPANSIONIST(252), CATHOLIC_TRADER(210), CATHOLIC_CRUSADER_TRADER(210), CATHOLIC_EXPANSIONIST_CRUSADER(252), CATHOLIC_DEFENSIVE_CRUSADER(168), POPE(105), CATHOLIC_DEFENSIVE(168), CATHOLIC_ISOLATIONIST(105), ORTHODOX_DEFENSIVE(168), ORTHODOX_EXPANSIONIST(252), ORTHODOX_STAGNANT(210), MUSLIM_PEACEFUL(210), MUSLIM_EXPANSIONIST(252), MUSLIM_DEVOUT(252), BARBARIAN_RAIDER(336), REBELS(210), CLOSE_TO_SUPPORT_LIMIT(126)"			"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		ALL_PERIODS	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 4 ), MELEE_BONUS( 5 ), DEFENCE_BONUS( 5 ), ARMOUR_LEVEL( 7 ), HONOUR_LEVEL( 8 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"MKNIGHT, YES, YES, KHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(1), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0		FORMED	CAV	YES	0.5	NO	0	0	"BerberCamel, bedouincamelwarriors"			ChivalricFootKnights	yes	SWORD			ALL_FACTIONS
